StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q26_Browser,Q26_Version,Q26_Operating System,Q26_Resolution,QID54_First Click,QID54_Last Click,QID54_Page Submit,QID54_Click Count,real_imaginary,initials_box,describe,feelings_youalone,feelings_bothyoufirst,feelings_themalone,feelings_boththemfirst,feelings_neither,feelings_youaloneforgiven,feelings_DO_1,feelings_DO_2,feelings_DO_3,feelings_DO_4,feelings_DO_5,feelings_DO_6,feelings_exp,outcome_binary1,outcome_binary1_DO_1,outcome_binary1_DO_2,outcome_binary2,outcome_binary2_DO_1,outcome_binary2_DO_2,blame_1,attention_1,attention_1_TEXT,attention_2,attention_2_TEXT,attention_3,attention_3_TEXT,target_sex,target_sex_3_TEXT,sex,sex_3_TEXT,age,comments,mainControl,passedattn,lottery_draw,winner,initials,initiator_type,InitiatorType-binarychoice_DO_outcome_binary2,InitiatorType-binarychoice_DO_outcome_binary1,InitiatorType-binarychoice_DO_Q30
1/27/21 12:12,1/27/21 12:19,IP Address,23.122.157.249,100,398,TRUE,1/27/21 12:19,R_5tlX2wY5HSe2xLX,,,,,33.67480469,-117.908905,anonymous,EN,AGREE,Chrome,87.0.4280.88,Macintosh,1440x900,33.426,33.426,37.95,1,I have thought of a real argument/conflict from my life where this is true,AW,"I wanted to make the engineering work simple for myself, as I was running against a deadline. I reached out to a corporate lawyer unilaterally to get permission. However, AW didn't like me doing this without gaining consensus with the team first.",-8,19,11,19,-8,9,3,2,1,5,4,6,Mutual apology would be good.,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,2,1,60,,,,,,banana,Male,,Male,,27,,showConsentOn showAttnOn,yes,13,0,AW,conditional,3,2,1
1/27/21 12:12,1/27/21 12:19,IP Address,73.168.32.56,100,389,TRUE,1/27/21 12:19,R_27fbq5Sq2Fb0Kfw,,,,,41.92149353,-87.64459991,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1440x900,40.489,40.489,41.377,1,I have thought of a real argument/conflict from my life where this is true,AN,"Manager was a micromanager who didn't trust the work of his team and frequently set time-based work goals (i.e., working til 11 tonight rather than working til we get these discrete tasks finished). This created an environment where careful attention to detail and productivity were less important because you would have to re-do work anyway and the speed at which you completed work was irrelevant to finishing each workday.",-17,-5,-5,5,-13,-20,1,2,3,5,4,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,55,,,,,,banana,Male,,Male,,27,,showConsentOn showAttnOn,yes,37,0,AN,always,3,2,1
1/27/21 12:12,1/27/21 12:19,IP Address,73.209.24.97,100,405,TRUE,1/27/21 12:19,R_2qgalYmWM5Dtnij,,,,,41.88819885,-87.61640167,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.786,70.786,71.647,1,I have thought of a real argument/conflict from my life where this is true,ZS,ZS was my boss. ZS thought I wasn't pulling my weight anymore. I was incredibly disgruntled and overworked and felt set up for failure with how much he expected of me.,-30,-10,20,30,-30,-30,3,2,1,4,5,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,20,,,,,,banana,Male,,Female,,28,,showConsentOn showAttnOn,yes,7,0,ZS,conditional,2,3,1
1/27/21 12:15,1/27/21 12:19,IP Address,73.36.164.230,100,263,TRUE,1/27/21 12:19,R_1jcvOpgQYYmOomi,,,,,41.80180359,-87.59929657,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1920x1080,43.056,43.056,44.986,1,I have thought of a real argument/conflict from my life where this is true,PH,"This person doesn't understand the priorities of our center. They feel entitled to own everything,",-30,11,4,12,-9,-30,1,5,3,2,4,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,0,,,,,,banana,Female,,Male,,45,,showConsentOn showAttnOn,yes,36,0,PH,conditional,2,3,1
1/27/21 12:12,1/27/21 12:19,IP Address,73.9.102.235,100,413,TRUE,1/27/21 12:19,R_12uwCH32lRR4nNJ,,,,,41.80180359,-87.59929657,anonymous,EN,AGREE,Chrome,86.0.4240.193,Windows NT 10.0,1280x1024,54.887,54.887,55.842,1,I have thought of a real argument/conflict from my life where this is true,AC,"I was slow to turn in a page that was needed for our annual report. I knew the actual deadline was later than what I was given, and it wasn't my top priority, so I didn't respect the timeline I was given. I turned it in and went out of town. My boss got a complaint. Rather than asking me what happened she just railed at me. She got numerous facts wrong and accused me of doing a sloppy job and the document of having tons of errors. It did not. It was just late. She made up her mind about me prior to actual experience and conversation.",-30,20,-21,30,-30,-30,2,3,5,1,4,6,"I would feel terrible if no apologies were made, or if I never apologized. Because I did understand I had a part and didn't like it/felt guilt.","I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,2,1,25,,,,,,banana,Female,,Female,,38,,showConsentOn showAttnOn,yes,42,0,AC,conditional,2,3,1
1/27/21 12:13,1/27/21 12:19,IP Address,73.44.233.166,100,403,TRUE,1/27/21 12:19,R_1pM9FhsANR8zYEr,,,,,41.88819885,-87.61640167,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,37.4,37.4,39.487,1,I have thought of a real argument/conflict from my life where this is true,KC," We were working on content production for a client at an advertising agency. The project had been passed from one producer to a second one, since the first producer left the agency and we were going over the budget for the content production. We noticed in that meeting that the numbers didn't align and we seemed to have miraculously shaved ~30K off of the budget. We didn't understand how we had done it, but were happy to have some wiggle room. It turns out that as we walked through the budget, we didn't ask the right questions and had forgotten to budget for a whole video series that got lost in translation. We found ourselves scrambling ON SET to find extra budget and make this extra series. The argument led in who was responsible for noticing that lapse.",-30,20,-30,30,-10,-20,3,1,4,5,2,6,"To this day (this was four years ago) I still feel we were both to blame, but I ended up being reprimanded by our managers. If she didn't apologize, I would be extremely upset because I had harsher consequences, but we were both to blame for the mistake.","I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",2,1,60,,,,,,banana,Female,,Female,,30,,showConsentOn showAttnOn,yes,8,0,KC,always,3,2,1
1/27/21 12:12,1/27/21 12:19,IP Address,73.44.0.173,100,424,TRUE,1/27/21 12:19,R_2xE1yatgftZbevD,,,,,41.78210449,-87.604599,anonymous,EN,AGREE,Firefox,83,Macintosh,2560x1440,32.099,32.099,34.418,1,I have thought of a real argument/conflict from my life where this is true,RV,"committee work, I communicated with our boss about the status of our project, my counterpart chastised me for communicating (A) without checking with the committee, and (B) at all.  He was very angry; I was upset because he was angry",10,20,20,20,-5,20,3,1,2,4,5,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,60,,,,,,banana,Male,,Male,,73,,showConsentOn showAttnOn,yes,19,0,RV,conditional,3,2,1
1/27/21 12:12,1/27/21 12:20,IP Address,136.30.120.54,100,451,TRUE,1/27/21 12:20,R_p6QGE8zYNW6CJ2h,,,,,41.8710022,-87.62889862,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1504x1003,17.996,39.813,41.054,2,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),PA,During an audit PA was consistently finishing with her audits and I was pushing her to remain on schedule,-6,20,-11,26,-18,-7,5,2,4,3,1,6,,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,43,,,,,,banana,Female,,Female,,25,,showConsentOn showAttnOn,yes,29,0,PA,always,3,2,1
1/27/21 12:12,1/27/21 12:20,IP Address,98.206.147.184,100,466,TRUE,1/27/21 12:20,R_T26HHaZWzroxDB7,,,,,41.80949402,-87.65219879,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,3840x2160,71.948,71.948,73.665,1,I have thought of a real argument/conflict from my life where this is true,TLS,The colleague was having a terrible day and she misinterpreted the goals of a meeting I requested and said it was a waste of her time.  She was very upset at me and I interpreted her anger as being harsh so I became defensive and was disturbed by her anger. ,-28,13,5,20,-26,-30,5,3,2,4,1,6,,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,30,,,,,,banana,Female,,Female,,51,,showConsentOn showAttnOn,yes,17,0,TLS,always,2,3,1
1/27/21 12:12,1/27/21 12:20,IP Address,73.246.184.159,100,471,TRUE,1/27/21 12:20,R_1KejhxTVvCWMuut,,,,,41.61329651,-87.04460144,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,70.301,70.301,94.07,1,I have thought of a real argument/conflict from my life where this is true,KB,KB wanted to offer me a promotion contingent upon me not leaving the company in the next year to pursue higher education. I felt misled due to earlier conversations where the contingency was not discussed.,8,18,10,23,-20,-5,5,2,3,1,4,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",2,1,32,,,,,,banana,Female,,Female,,27,,showConsentOn showAttnOn,yes,8,0,KB,always,2,3,1
1/27/21 12:12,1/27/21 12:20,IP Address,76.75.11.149,100,484,TRUE,1/27/21 12:20,R_2uCy8bWlBccC8rN,,,,,45.28469849,-111.3683014,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,66.837,66.837,68.908,1,I have thought of a real argument/conflict from my life where this is true,DT,"Project update meeting where I received feedback from my supervisor on the quality of my teams output thus far. He was disappointed in it and mentioned it was not at a ""client ready"" level. I argued that he (and his supervisor) did not understand the evolution of the team's skills and the stage of our project so far. We were ramping up a brand new skill set and were about to reach an inflection point. they were judging WIP work as final though it was clearly not final, nor was it it meant to be yet. ",-24,-21,-13,10,-24,-30,4,2,5,1,3,6,"Though an apology from both sides would matter to me, what would matter most is explicitly identifing the miscommunication - what assumptions we each made that drove at the argument -. Even if we both apologized, if there was no clear discussion about the common ground & differences, I would feel dissatisfied. ","I apologize first, then ${e://Field/initials} apologizes.",1,2,Neither I nor ${e://Field/initials} apologizes.,1,2,30,,,,,,banana,Male,,Female,,30,,showConsentOn showAttnOn,yes,4,0,DT,conditional,3,2,1
1/27/21 12:12,1/27/21 12:21,IP Address,24.1.36.229,100,505,TRUE,1/27/21 12:21,R_33kUsG7S3opMB8B,,,,,41.88819885,-87.61640167,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,101.926,101.926,103.905,1,I have thought of a real argument/conflict from my life where this is true,KNR,"He did not work hard and focused on meaningless stuff, which irrelated me and affected us badly in terms of progress as a team.",-25,-10,-24,20,-30,-22,5,3,4,1,2,6,,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,74,5,,4,,5,banana,Male,,Male,,31,,showConsentOn showAttnOn,yes,38,0,KNR,always,3,2,1
1/27/21 12:14,1/27/21 12:22,IP Address,73.6.250.72,100,430,TRUE,1/27/21 12:22,R_3rOfClDLW3fidOW,,,,,29.77380371,-95.40599823,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,768x1024,7.268,27.39,28.166,5,I have thought of a real argument/conflict from my life where this is true,HS,I gave a struggling colleague some friendly advice about taking more initiative at work. She refused to hear me out and our conflict escalated from there,-10,10,-10,20,-5,4,1,5,4,3,2,6,,"I apologize first, then ${e://Field/initials} apologizes.",1,2,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,50,,,,,,Banana,Female,,Female,,30,,showConsentOn showAttnOn,yes,41,0,HS,always,2,3,1
1/27/21 12:12,1/27/21 12:15,IP Address,50.237.5.2,29,171,FALSE,1/29/21 10:27,R_3JHLY68Ud2uN2cF,,,,,,,anonymous,EN,AGREE,Safari,13.1,Macintosh,1440x900,50.424,50.424,51.8,1,I have thought of a real argument/conflict from my life where this is true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,30,0,,,,,
1/27/21 12:12,1/27/21 21:15,IP Address,45.33.55.254,95,32562,FALSE,1/29/21 10:27,R_6Xt4fh0PqT0A9Cp,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1680x1050,31.424,31.424,34.339,1,I have thought of a real argument/conflict from my life where this is true,M,"We had different plans, especially different ideal places, for a journey.",-17,-6,10,18,-13,11,2,1,3,4,5,6,,"I apologize first, then ${e://Field/initials} apologizes.",2,1,Neither I nor ${e://Field/initials} apologizes.,2,1,67,,,,,,banana,Female,,Female,,30,,showConsentOn showAttnOn,yes,35,0,M,conditional,3,2,1
1/27/21 12:12,1/27/21 12:15,IP Address,68.4.45.9,29,138,FALSE,1/29/21 10:27,R_wLcTjRV35PE42aZ,,,,,,,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,47.892,47.892,49.786,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,24,0,,,,,
1/27/21 12:12,1/27/21 12:13,IP Address,207.181.203.133,29,41,FALSE,1/29/21 10:27,R_1kMop5RP7hFyX6u,,,,,,,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1536x864,14.727,14.727,17.138,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,34,0,,,,,
1/27/21 12:13,1/27/21 12:13,IP Address,128.135.98.219,14,40,FALSE,1/29/21 10:27,R_2YgIoeDZxGZohPy,,,,,,,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1368x912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,7,0,,,,,
1/27/21 12:12,1/27/21 12:17,IP Address,50.237.5.2,29,283,FALSE,1/29/21 10:27,R_SDdj6jWS60sSIpz,,,,,,,anonymous,EN,AGREE,Edge,88.0.705.50,Windows NT 10.0,1600x900,41.819,41.819,42.979,1,I have thought of a real argument/conflict from my life where this is true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,37,0,,,,,
1/27/21 12:13,1/27/21 12:15,IP Address,162.83.217.143,29,126,FALSE,1/29/21 10:27,R_2AGPmUVO4VuUVRX,,,,,,,anonymous,EN,AGREE,Safari,14.0.2,Macintosh,1440x900,29.801,29.801,30.662,1,I am imagining myself in a fictional situation where this is true (I can't think of one from my own life),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,29,0,,,,,
1/27/21 12:12,1/27/21 12:13,IP Address,24.1.145.163,29,43,FALSE,1/29/21 10:27,R_d10TsWaHOMhhFlL,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,16.623,16.623,28.725,1,I have thought of a real argument/conflict from my life where this is true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,22,0,,,,,
1/27/21 12:13,1/28/21 11:42,IP Address,142.147.58.81,14,84509,FALSE,1/29/21 10:27,R_3PSiUjIKioOk3tB,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.141,Macintosh,1280x800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,47,0,,,,,
1/27/21 12:12,1/27/21 12:26,IP Address,128.135.98.53,14,843,FALSE,1/29/21 10:27,R_2xK0t9nWwaJEZZc,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.88,Macintosh,1440x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,4,0,,,,,
1/27/21 12:12,1/27/21 12:19,IP Address,205.208.121.88,62,386,FALSE,1/29/21 10:27,R_1pRoB3KkAH3DjCD,,,,,,,anonymous,EN,AGREE,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,12.678,35.149,36.62,2,I have thought of a real argument/conflict from my life where this is true,STX,Work colleagues are experiencing different priorities as a deadline approaches.  ,-20,20,-10,20,-10,-5,1,5,2,4,3,6,,"I apologize first, then ${e://Field/initials} apologizes.",2,1,"I apologize first, but ${e://Field/initials} does not apologize after that.",1,2,,,,,,,,,,,,,,showConsentOn showAttnOn,no,41,0,STX,always,2,3,1
1/27/21 12:13,1/27/21 12:13,IP Address,73.36.172.122,14,10,FALSE,1/29/21 10:27,R_sSjvgv4LJAETVPH,,,,,,,anonymous,EN,AGREE,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,10,0,,,,,
1/27/21 12:13,1/27/21 12:15,IP Address,12.154.222.62,29,120,FALSE,1/29/21 10:27,R_2V1Pc7kT2TBEzJ9,,,,,,,anonymous,EN,AGREE,Firefox,84,Windows NT 10.0,1920x1080,73.365,73.365,75.061,1,I have thought of a real argument/conflict from my life where this is true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,16,0,,,,,
1/27/21 12:31,1/27/21 12:31,IP Address,98.227.157.21,14,22,FALSE,1/29/21 10:27,R_3dFdSBxKAJ9AtWN,,,,,,,anonymous,EN,AGREE,Chrome,88.0.4324.93,Android 8.1.0,424x753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showConsentOn showAttnOn,no,3,0,,,,,
